customer_id,age,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,tech_support,online_security,paperless_billing,num_support_calls,satisfaction_score,churn
7219,58,19,Month-to-month,DSL,Credit card,89.48,1664.79,Yes,No,No,2,5.0,No
7220,71,44,Two year,DSL,Bank transfer,72.87,3310.64,No,No,Yes,3,5.0,No
7221,59,5,Month-to-month,DSL,Electronic check,89.71,495.38,Yes,No,No,0,1.6,No
7222,64,32,Month-to-month,DSL,Electronic check,104.99,3315.53,No,No,No,2,2.2,No
7223,54,42,One year,Fiber optic,Bank transfer,48.02,2009.73,No,Yes,No,4,4.1,No
7224,71,49,Month-to-month,Fiber optic,Credit card,67.8,3317.89,Yes,No,No,1,3.6,No
7225,33,26,Two year,Fiber optic,Electronic check,107.77,2795.17,Yes,Yes,Yes,1,5.0,Yes
7226,62,29,Month-to-month,No,Bank transfer,32.09,921.25,Yes,No,Yes,2,1.8,No
7227,39,17,Month-to-month,No,Mailed check,61.45,1001.15,No,Yes,No,1,3.4,No
7228,74,29,Month-to-month,Fiber optic,Electronic check,19.29,556.96,No,No,Yes,3,3.8,No
7229,37,14,One year,Fiber optic,Mailed check,43.36,636.65,Yes,Yes,Yes,0,1.4,Yes
7230,67,61,Two year,No,Bank transfer,70.22,4268.66,No,No,No,0,3.5,No
7231,60,20,Two year,Fiber optic,Bank transfer,51.12,1015.3,Yes,No,Yes,1,3.3,No
7232,44,11,Two year,Fiber optic,Credit card,121.09,1400.63,No,No,No,0,2.0,Yes
7233,58,48,Month-to-month,No,Mailed check,70.38,3404.14,No,No,No,2,2.3,Yes
7234,33,0,Month-to-month,DSL,Bank transfer,58.15,23.27,Yes,No,Yes,1,3.2,No
7235,51,54,Month-to-month,DSL,Credit card,142.45,7763.48,Yes,Yes,Yes,3,4.7,No
7236,49,24,One year,Fiber optic,Credit card,100.75,2337.59,No,Yes,Yes,1,1.9,Yes
7237,43,46,One year,Fiber optic,Mailed check,110.8,5070.95,Yes,Yes,No,1,4.1,No
7238,42,38,Month-to-month,Fiber optic,Bank transfer,132.07,4987.07,Yes,No,Yes,2,3.8,No
7239,19,26,Month-to-month,DSL,Mailed check,56.25,1465.69,No,Yes,Yes,0,3.4,No
7240,29,49,Month-to-month,DSL,Electronic check,89.55,4416.64,Yes,No,Yes,2,3.5,No
7241,57,54,Two year,No,Electronic check,70.64,3858.36,No,Yes,No,1,2.2,No
7242,26,27,Two year,Fiber optic,Credit card,53.68,1403.82,No,No,Yes,0,2.3,No
7243,29,56,Two year,Fiber optic,Electronic check,16.39,975.13,No,No,Yes,2,2.4,No
7244,43,15,Two year,Fiber optic,Mailed check,33.76,487.49,No,No,Yes,1,2.7,Yes
7245,26,55,One year,No,Mailed check,124.5,6726.51,No,No,Yes,0,4.0,No
7246,27,34,One year,No,Mailed check,33.63,1154.49,No,Yes,Yes,2,4.7,No
7247,49,27,Month-to-month,No,Credit card,137.27,3655.38,Yes,No,Yes,2,3.0,Yes
7248,74,45,One year,DSL,Electronic check,51.7,2393.38,No,Yes,No,2,2.7,Yes
7249,51,66,Month-to-month,DSL,Mailed check,77.52,5029.17,No,No,Yes,0,2.1,No
7250,65,15,Month-to-month,DSL,Electronic check,131.85,2012.82,No,No,Yes,0,2.7,Yes
7251,37,48,One year,DSL,Bank transfer,61.84,2900.61,Yes,No,Yes,0,4.3,No
7252,56,67,Month-to-month,DSL,Credit card,46.04,3090.16,No,No,Yes,2,3.6,Yes
7253,19,21,One year,Fiber optic,Credit card,19.24,454.12,Yes,Yes,No,0,5.0,No
7254,18,17,Two year,No,Electronic check,143.4,2484.95,Yes,Yes,No,2,3.0,Yes
7255,68,21,One year,No,Electronic check,69.62,1517.29,Yes,No,No,3,2.3,No
7256,53,15,Month-to-month,No,Mailed check,135.11,2000.27,Yes,No,Yes,2,2.0,Yes
7257,41,55,Month-to-month,DSL,Electronic check,73.81,4006.71,Yes,Yes,Yes,5,5.0,No
7258,71,2,Month-to-month,No,Credit card,134.14,319.94,Yes,Yes,No,1,2.2,Yes
7259,44,52,Two year,DSL,Electronic check,29.02,1524.42,No,No,Yes,3,3.4,No
7260,19,34,Month-to-month,Fiber optic,Credit card,74.53,2472.97,Yes,Yes,Yes,1,2.8,No
7261,48,20,Month-to-month,DSL,Credit card,74.8,1454.5,No,Yes,Yes,1,5.0,No
7262,74,64,One year,Fiber optic,Credit card,146.43,9355.37,Yes,No,Yes,2,2.4,Yes
7263,31,56,Month-to-month,DSL,Bank transfer,81.57,4586.46,Yes,No,No,0,3.9,No
7264,19,46,Month-to-month,No,Electronic check,29.14,1389.67,Yes,No,Yes,1,1.3,No
7265,46,33,Month-to-month,No,Electronic check,137.58,4655.78,No,No,Yes,4,2.9,No
7266,32,47,Month-to-month,Fiber optic,Electronic check,143.21,6589.41,No,No,Yes,1,4.1,No
7267,29,38,Two year,DSL,Bank transfer,70.09,2723.73,No,Yes,Yes,2,3.2,No
7268,54,29,Month-to-month,No,Mailed check,122.55,3543.5,Yes,Yes,Yes,4,4.2,No
7269,45,49,One year,Fiber optic,Bank transfer,24.39,1229.38,Yes,Yes,Yes,1,2.2,No
7270,37,15,One year,No,Mailed check,69.74,1063.07,No,Yes,No,3,4.5,No
7271,56,2,Two year,DSL,Bank transfer,83.99,219.48,Yes,No,Yes,0,2.1,No
7272,41,60,Two year,Fiber optic,Bank transfer,132.62,7927.12,Yes,Yes,No,0,3.8,No
7273,38,1,One year,DSL,Credit card,28.63,0.0,No,Yes,No,2,2.0,No
7274,27,25,Month-to-month,No,Electronic check,69.9,1701.71,Yes,Yes,No,2,2.3,No
7275,63,17,Two year,Fiber optic,Credit card,84.24,1401.65,No,No,Yes,0,1.9,No
7276,31,65,One year,Fiber optic,Electronic check,104.96,6820.51,No,No,Yes,3,4.3,No
7277,54,39,One year,DSL,Credit card,28.93,1171.12,No,Yes,Yes,0,4.4,No
7278,35,2,Month-to-month,Fiber optic,Credit card,52.98,144.47,No,No,No,1,4.8,Yes
7279,41,16,One year,No,Electronic check,21.07,392.22,No,No,Yes,2,3.0,No
7280,31,23,Month-to-month,Fiber optic,Mailed check,34.98,827.75,Yes,No,No,1,1.2,No
7281,51,1,Month-to-month,DSL,Credit card,81.83,100.74,Yes,Yes,Yes,4,4.0,No
7282,29,69,Two year,No,Credit card,46.72,3219.38,No,No,No,1,2.6,No
7283,39,39,Month-to-month,Fiber optic,Bank transfer,79.73,3142.34,No,No,Yes,1,2.3,Yes
7284,73,25,Two year,DSL,Bank transfer,121.57,3013.29,No,No,No,1,3.2,Yes
7285,23,56,Two year,DSL,Credit card,66.11,3783.65,Yes,Yes,Yes,1,3.5,No
7286,53,48,Two year,Fiber optic,Bank transfer,112.62,5434.84,No,No,No,1,3.0,No
7287,62,56,Two year,DSL,Bank transfer,118.48,6700.32,No,No,Yes,1,1.7,No
7288,53,55,Two year,DSL,Electronic check,87.65,4879.0,No,Yes,Yes,1,3.0,No
7289,39,69,Two year,DSL,Bank transfer,51.99,3628.77,No,No,No,3,3.5,No
7290,31,20,Two year,Fiber optic,Bank transfer,122.67,2401.46,No,No,Yes,2,4.4,No
7291,33,15,Month-to-month,No,Credit card,66.08,937.15,Yes,No,Yes,0,2.2,No
7292,53,5,One year,Fiber optic,Electronic check,94.63,522.63,Yes,No,No,2,1.0,Yes
7293,73,33,One year,Fiber optic,Bank transfer,81.51,2661.1,No,Yes,No,0,3.1,No
7294,42,58,Month-to-month,Fiber optic,Mailed check,99.52,5808.76,Yes,No,Yes,3,4.5,No
7295,49,66,Month-to-month,DSL,Credit card,130.03,8573.31,No,No,No,0,3.5,No
7296,50,40,Two year,No,Electronic check,62.86,2601.12,No,No,No,1,4.0,No
7297,62,18,One year,Fiber optic,Credit card,138.69,2432.97,Yes,No,No,0,3.8,No
7298,53,28,Two year,Fiber optic,Bank transfer,29.68,864.07,No,No,Yes,2,4.1,No
7299,37,31,Two year,DSL,Bank transfer,50.22,1489.68,No,No,Yes,1,2.1,Yes
7300,35,9,Month-to-month,DSL,Credit card,139.14,1232.33,No,No,Yes,2,2.7,No
7301,55,63,Month-to-month,DSL,Electronic check,23.65,1538.4,No,No,No,1,2.5,No
7302,20,19,One year,No,Credit card,77.44,1401.91,No,No,Yes,0,2.0,No
7303,40,27,One year,No,Electronic check,50.08,1429.03,No,Yes,Yes,0,3.4,No
7304,49,26,Two year,Fiber optic,Mailed check,121.44,3134.54,No,No,Yes,4,1.6,No
7305,62,24,Two year,Fiber optic,Electronic check,26.77,591.52,Yes,Yes,No,1,3.6,No
7306,33,28,Month-to-month,DSL,Mailed check,32.12,938.55,No,No,Yes,3,2.5,Yes
7307,22,14,Month-to-month,DSL,Bank transfer,36.27,489.63,No,No,No,0,1.6,Yes
7308,21,44,One year,Fiber optic,Electronic check,57.61,2571.94,Yes,Yes,No,0,1.8,No
7309,38,44,Month-to-month,Fiber optic,Electronic check,130.76,5744.29,No,No,Yes,1,3.9,No
7310,57,29,Month-to-month,Fiber optic,Bank transfer,133.17,3859.1,Yes,No,Yes,2,4.6,No
7311,68,37,Month-to-month,No,Bank transfer,42.2,1505.89,Yes,No,No,0,3.5,Yes
7312,31,59,One year,DSL,Mailed check,85.15,5079.19,No,Yes,No,1,2.9,No
7313,56,31,Two year,DSL,Bank transfer,104.79,3276.6,No,No,Yes,2,5.0,No
7314,48,49,Month-to-month,DSL,Credit card,70.67,3561.88,Yes,Yes,Yes,2,1.9,Yes
7315,31,70,Month-to-month,DSL,Bank transfer,143.14,10044.39,Yes,No,Yes,1,2.5,Yes
7316,23,34,Month-to-month,Fiber optic,Mailed check,88.94,3058.33,No,Yes,Yes,0,1.4,Yes
7317,29,4,Month-to-month,Fiber optic,Credit card,73.73,330.29,No,Yes,Yes,1,3.6,No
7318,33,30,Two year,DSL,Electronic check,99.37,2917.88,No,No,No,1,3.1,No
7319,34,52,Month-to-month,DSL,Credit card,125.9,6531.67,Yes,Yes,No,1,1.9,No
7320,62,0,One year,Fiber optic,Credit card,50.09,66.84,No,No,Yes,1,1.2,No
7321,40,68,Two year,Fiber optic,Bank transfer,139.4,9402.36,No,No,Yes,1,4.2,No
7322,31,67,Two year,Fiber optic,Electronic check,57.97,3809.35,No,No,Yes,0,1.0,No
7323,24,64,Month-to-month,Fiber optic,Bank transfer,100.62,6446.6,Yes,No,Yes,1,3.1,Yes
7324,63,14,One year,Fiber optic,Bank transfer,111.9,1546.9,No,No,No,1,4.7,No
7325,49,51,Month-to-month,DSL,Mailed check,136.84,6856.05,No,No,Yes,0,2.8,Yes
7326,32,37,One year,Fiber optic,Credit card,99.62,3669.23,No,No,Yes,4,4.0,No
7327,61,23,One year,Fiber optic,Mailed check,141.88,3243.88,No,Yes,No,0,3.0,Yes
7328,34,22,Month-to-month,DSL,Credit card,111.25,2457.68,Yes,No,Yes,1,2.8,No
7329,58,46,Two year,DSL,Credit card,122.04,5512.82,No,No,No,2,2.3,Yes
7330,71,6,One year,DSL,Bank transfer,120.1,676.89,Yes,Yes,No,4,1.0,No
7331,64,30,One year,Fiber optic,Bank transfer,96.23,2899.68,Yes,No,No,3,3.6,No
7332,61,6,Month-to-month,DSL,Electronic check,135.37,859.27,No,No,No,1,3.3,No
7333,51,3,Month-to-month,DSL,Mailed check,60.39,190.94,Yes,Yes,No,2,4.1,Yes
7334,22,53,Month-to-month,Fiber optic,Credit card,43.61,2293.68,No,No,No,0,4.7,No
7335,62,51,One year,DSL,Mailed check,37.65,1850.4,No,Yes,No,1,4.1,No
7336,44,47,Month-to-month,DSL,Mailed check,86.17,4007.05,Yes,Yes,Yes,4,5.0,No
7337,69,65,Month-to-month,Fiber optic,Electronic check,139.76,9174.17,Yes,No,Yes,1,1.4,Yes
7338,40,53,Month-to-month,DSL,Mailed check,92.73,4961.79,No,Yes,Yes,2,3.8,No
7339,57,53,Month-to-month,No,Credit card,133.32,7044.72,Yes,No,No,1,2.2,Yes
7340,31,44,Month-to-month,DSL,Bank transfer,34.32,1539.05,No,No,Yes,1,3.6,No
7341,32,39,One year,Fiber optic,Electronic check,112.41,4511.82,No,No,Yes,0,4.0,No
7342,60,34,Month-to-month,Fiber optic,Mailed check,147.76,5094.13,No,No,Yes,2,2.1,Yes
7343,50,23,Month-to-month,No,Electronic check,88.66,2024.09,No,Yes,No,1,5.0,No
7344,70,34,Month-to-month,DSL,Mailed check,122.43,4160.98,Yes,No,No,3,1.7,Yes
7345,48,36,Month-to-month,DSL,Bank transfer,86.02,2999.47,Yes,Yes,Yes,4,3.9,No
7346,52,33,One year,Fiber optic,Mailed check,132.07,4381.65,Yes,Yes,Yes,3,2.7,No
7347,34,23,Two year,No,Bank transfer,94.63,2193.4,No,No,No,1,3.3,No
7348,45,3,One year,Fiber optic,Electronic check,41.61,95.97,No,Yes,Yes,2,2.9,No
7349,36,49,Month-to-month,DSL,Credit card,46.39,2296.36,Yes,No,No,3,4.2,No
7350,63,23,Month-to-month,DSL,Credit card,63.15,1465.54,Yes,Yes,Yes,2,4.9,No
7351,71,35,Month-to-month,DSL,Electronic check,145.82,5152.44,Yes,No,Yes,1,4.7,Yes
7352,40,34,One year,Fiber optic,Credit card,99.51,3402.88,Yes,No,Yes,1,5.0,Yes
7353,49,28,Month-to-month,DSL,Mailed check,80.3,2227.65,No,No,No,1,3.2,No
7354,57,35,Month-to-month,DSL,Electronic check,64.57,2231.34,No,Yes,Yes,2,2.7,Yes
7355,30,67,One year,Fiber optic,Credit card,133.69,8903.33,No,No,No,2,1.4,Yes
7356,37,10,Two year,No,Bank transfer,55.89,566.3,No,Yes,Yes,0,2.2,Yes
7357,52,54,Two year,Fiber optic,Bank transfer,78.72,4276.19,No,No,Yes,2,3.4,Yes
7358,22,48,Month-to-month,DSL,Credit card,33.4,1530.27,No,Yes,No,1,3.2,Yes
7359,26,56,Month-to-month,Fiber optic,Mailed check,66.31,3782.61,Yes,No,No,1,3.3,No
7360,46,54,Month-to-month,DSL,Mailed check,133.41,7129.25,Yes,No,Yes,3,3.9,No
7361,23,55,Two year,No,Bank transfer,24.79,1405.71,No,No,Yes,2,5.0,No
7362,42,3,One year,Fiber optic,Electronic check,20.47,54.47,Yes,No,Yes,4,1.8,Yes
7363,48,24,One year,Fiber optic,Electronic check,73.47,1765.07,Yes,No,No,5,2.1,Yes
7364,39,1,Month-to-month,DSL,Bank transfer,105.22,61.71,Yes,No,Yes,0,2.4,No
7365,19,18,Month-to-month,Fiber optic,Electronic check,19.91,462.89,No,No,Yes,1,3.7,No
7366,62,7,Two year,Fiber optic,Mailed check,78.94,538.11,No,No,Yes,3,3.7,No
7367,22,63,Two year,Fiber optic,Bank transfer,20.28,1327.02,No,No,No,1,2.2,Yes
7368,44,5,Month-to-month,No,Credit card,104.86,488.37,No,No,No,1,3.3,No
7369,42,13,Two year,No,Credit card,110.46,1530.03,No,No,Yes,0,2.7,No
7370,25,69,Month-to-month,Fiber optic,Bank transfer,136.47,9429.32,Yes,No,Yes,1,1.2,No
7371,72,70,One year,DSL,Bank transfer,142.46,10048.37,No,Yes,Yes,0,1.6,No
7372,18,56,One year,DSL,Mailed check,121.46,6746.94,Yes,No,No,2,2.9,No
7373,37,29,One year,DSL,Credit card,84.8,2395.93,Yes,Yes,Yes,2,3.7,No
7374,61,7,Month-to-month,Fiber optic,Credit card,43.55,267.38,No,No,No,0,4.5,No
7375,40,13,Month-to-month,No,Bank transfer,107.85,1442.95,No,Yes,No,2,3.9,No
7376,49,47,Month-to-month,Fiber optic,Electronic check,146.96,6861.53,Yes,Yes,No,1,2.5,No
7377,28,27,Two year,Fiber optic,Mailed check,132.28,3533.17,Yes,No,Yes,0,3.1,No
7378,56,5,Month-to-month,Fiber optic,Mailed check,94.63,509.17,No,No,No,1,2.8,No
7379,64,29,Month-to-month,Fiber optic,Mailed check,138.49,4006.08,No,No,No,0,2.5,No
7380,71,3,Month-to-month,Fiber optic,Credit card,65.23,236.92,Yes,No,Yes,1,2.7,No
7381,41,66,One year,No,Bank transfer,92.38,6066.18,Yes,Yes,Yes,2,3.9,No
7382,28,9,One year,No,Mailed check,81.85,770.62,Yes,Yes,Yes,3,2.2,No
7383,46,26,One year,DSL,Bank transfer,84.79,2180.49,No,No,Yes,4,1.7,Yes
7384,71,44,Month-to-month,DSL,Mailed check,146.53,6530.27,No,No,Yes,1,4.7,Yes
7385,43,34,Month-to-month,No,Bank transfer,47.48,1638.69,Yes,No,Yes,2,2.5,No
7386,33,12,Month-to-month,DSL,Mailed check,20.92,206.51,Yes,Yes,No,3,2.9,No
7387,52,54,Month-to-month,DSL,Mailed check,16.09,878.58,Yes,Yes,No,4,4.8,Yes
7388,37,42,Month-to-month,DSL,Mailed check,42.88,1798.04,Yes,No,Yes,0,3.7,No
7389,63,67,Two year,No,Credit card,91.61,6152.57,No,Yes,Yes,1,2.0,No
7390,20,42,Month-to-month,Fiber optic,Electronic check,120.51,5039.74,Yes,No,Yes,1,2.8,No
7391,18,39,Month-to-month,DSL,Credit card,48.2,1916.9,No,Yes,No,1,4.1,Yes
7392,70,30,One year,No,Credit card,39.53,1162.58,No,No,No,3,3.5,Yes
7393,64,2,Two year,Fiber optic,Mailed check,68.38,218.43,Yes,Yes,No,5,3.0,No
7394,18,16,One year,Fiber optic,Bank transfer,110.27,1858.18,Yes,Yes,Yes,1,5.0,No
7395,34,38,Month-to-month,DSL,Credit card,44.43,1690.89,Yes,No,No,1,1.7,Yes
7396,19,65,Month-to-month,No,Mailed check,101.05,6619.41,No,No,No,1,5.0,No
7397,46,68,One year,Fiber optic,Electronic check,79.74,5462.86,Yes,No,Yes,0,3.7,Yes
7398,37,18,Month-to-month,DSL,Mailed check,30.99,469.0,No,No,Yes,1,4.0,No
7399,23,21,Two year,No,Bank transfer,72.89,1575.42,No,No,No,0,1.7,Yes
7400,25,7,Month-to-month,Fiber optic,Electronic check,53.45,375.56,Yes,Yes,Yes,3,5.0,No
7401,46,67,Two year,Fiber optic,Electronic check,90.49,6042.98,No,No,Yes,4,2.2,Yes
7402,65,70,Month-to-month,DSL,Credit card,107.72,7566.03,No,Yes,Yes,0,3.9,No
7403,68,17,Month-to-month,No,Electronic check,143.23,2430.44,Yes,No,No,3,3.4,Yes
7404,50,5,Two year,DSL,Credit card,104.09,508.18,No,No,Yes,3,2.1,Yes
7405,20,3,Two year,Fiber optic,Bank transfer,28.55,69.5,Yes,No,No,1,2.5,Yes
7406,52,40,One year,No,Mailed check,95.54,3817.72,No,Yes,No,1,3.0,No
7407,22,50,Month-to-month,Fiber optic,Electronic check,116.94,5893.3,Yes,Yes,Yes,1,4.5,No
7408,44,11,Two year,Fiber optic,Credit card,76.52,835.33,Yes,Yes,No,0,4.3,No
7409,61,36,Month-to-month,DSL,Bank transfer,95.9,3369.75,No,Yes,No,2,3.0,No
7410,29,1,One year,DSL,Mailed check,70.39,85.25,No,No,Yes,1,3.6,No
7411,37,2,Month-to-month,Fiber optic,Mailed check,34.56,80.85,No,No,No,2,4.0,No
7412,62,44,Two year,DSL,Electronic check,47.09,2005.87,Yes,Yes,Yes,0,3.2,No
7413,37,38,Month-to-month,Fiber optic,Bank transfer,84.33,3188.67,Yes,No,Yes,2,3.1,No
7414,26,53,Month-to-month,Fiber optic,Bank transfer,112.56,5947.59,Yes,Yes,Yes,1,2.5,No
7415,56,17,Two year,DSL,Credit card,88.0,1420.7,No,Yes,Yes,3,3.4,No
7416,21,12,Two year,No,Credit card,90.17,1009.58,No,No,Yes,0,3.9,Yes
7417,68,13,One year,Fiber optic,Credit card,71.42,944.88,Yes,No,No,2,3.3,Yes
7418,71,40,Month-to-month,Fiber optic,Electronic check,43.92,1821.48,Yes,No,Yes,0,2.9,No
7419,36,39,Month-to-month,Fiber optic,Electronic check,62.65,2426.15,No,No,No,1,5.0,Yes
7420,55,70,One year,DSL,Credit card,38.97,2710.15,No,Yes,Yes,2,4.1,No
7421,44,47,One year,No,Credit card,106.1,4925.71,No,No,Yes,1,3.6,No
7422,62,9,Month-to-month,DSL,Credit card,103.75,986.11,No,No,Yes,0,1.8,No
7423,60,53,One year,Fiber optic,Electronic check,111.12,5912.47,No,Yes,Yes,1,2.5,Yes
7424,30,34,Month-to-month,Fiber optic,Electronic check,29.8,1022.97,No,No,No,1,2.1,No
7425,30,23,Month-to-month,Fiber optic,Electronic check,64.55,1510.49,No,No,No,0,2.6,Yes
7426,74,48,One year,No,Electronic check,112.32,5432.43,Yes,No,Yes,4,3.4,Yes
7427,39,41,Two year,Fiber optic,Electronic check,125.56,5082.24,No,No,No,0,3.0,No
7428,45,49,Two year,No,Credit card,148.58,7286.15,Yes,Yes,No,2,1.8,No
7429,69,20,Month-to-month,Fiber optic,Credit card,142.55,2828.26,Yes,No,No,0,1.6,Yes
7430,64,27,One year,DSL,Bank transfer,32.04,893.02,No,No,Yes,0,2.3,No
7431,70,54,Month-to-month,Fiber optic,Credit card,121.08,6506.22,No,No,No,1,3.7,Yes
7432,62,26,Month-to-month,Fiber optic,Credit card,104.39,2745.39,Yes,No,No,0,2.4,Yes
7433,39,67,Month-to-month,Fiber optic,Mailed check,18.17,1187.26,Yes,No,Yes,1,3.2,No
7434,60,5,One year,Fiber optic,Electronic check,137.14,709.28,Yes,No,Yes,2,4.9,Yes
7435,36,57,Two year,DSL,Electronic check,81.85,4641.29,No,No,Yes,1,3.1,Yes
7436,25,5,Month-to-month,Fiber optic,Electronic check,119.28,583.67,No,No,Yes,1,2.4,Yes
7437,69,59,Month-to-month,No,Credit card,89.41,5282.91,No,Yes,No,3,4.4,Yes
7438,25,18,One year,Fiber optic,Bank transfer,59.3,999.47,No,No,No,3,3.4,Yes
7439,59,60,Two year,DSL,Electronic check,80.85,4892.33,Yes,No,Yes,2,1.0,No
7440,43,16,Month-to-month,No,Credit card,127.16,2046.0,No,Yes,No,0,3.4,No
7441,65,48,Two year,Fiber optic,Bank transfer,43.13,2117.52,Yes,No,No,1,4.8,No
7442,68,2,Month-to-month,Fiber optic,Credit card,89.5,101.73,Yes,No,Yes,2,4.2,Yes
7443,43,33,Two year,DSL,Mailed check,99.49,3324.2,Yes,Yes,No,0,3.4,No
7444,40,61,Month-to-month,DSL,Bank transfer,94.1,5755.61,No,No,Yes,1,4.0,No
7445,60,59,One year,No,Bank transfer,68.27,3958.19,Yes,No,Yes,2,1.5,No
7446,30,67,Month-to-month,No,Credit card,37.24,2449.56,Yes,Yes,Yes,3,4.4,No
7447,45,33,Month-to-month,DSL,Bank transfer,50.31,1643.89,No,No,No,2,2.1,No
7448,26,28,One year,Fiber optic,Electronic check,76.73,2145.36,Yes,No,No,0,1.4,No
7449,37,59,Month-to-month,DSL,Electronic check,42.88,2488.26,No,No,No,1,4.0,No
7450,73,43,Month-to-month,Fiber optic,Bank transfer,113.45,4984.35,No,No,Yes,2,2.5,No
7451,36,14,One year,Fiber optic,Bank transfer,52.56,758.67,Yes,No,Yes,2,3.8,No
7452,65,44,One year,No,Mailed check,41.68,1796.24,Yes,Yes,Yes,0,3.3,Yes
7453,56,8,Two year,Fiber optic,Credit card,63.02,426.59,No,No,No,3,3.4,No
7454,68,34,Two year,DSL,Bank transfer,45.48,1505.03,No,No,Yes,2,4.7,No
7455,29,9,Two year,Fiber optic,Credit card,110.2,989.13,Yes,No,Yes,1,3.6,No
7456,32,37,One year,Fiber optic,Bank transfer,122.82,4562.84,Yes,Yes,Yes,0,2.8,Yes
7457,48,28,One year,Fiber optic,Electronic check,71.64,1989.8,Yes,No,No,1,1.7,Yes
7458,72,45,One year,Fiber optic,Credit card,104.47,4700.53,Yes,Yes,No,1,3.9,No
7459,31,69,Month-to-month,DSL,Credit card,41.63,2955.75,Yes,No,Yes,1,3.8,No
7460,28,44,Month-to-month,No,Credit card,60.35,2706.15,Yes,Yes,Yes,1,3.7,No
7461,43,52,One year,No,Electronic check,35.73,1825.89,No,No,Yes,0,1.6,Yes
7462,59,1,Month-to-month,Fiber optic,Credit card,43.51,104.79,Yes,No,No,2,2.1,No
7463,44,3,Month-to-month,No,Bank transfer,78.88,169.42,Yes,Yes,Yes,2,2.8,No
7464,28,70,Two year,DSL,Electronic check,102.37,7211.96,No,No,Yes,0,3.3,No
7465,55,18,One year,Fiber optic,Bank transfer,34.36,682.65,No,No,Yes,4,2.7,No
7466,51,10,Month-to-month,Fiber optic,Electronic check,86.42,839.56,Yes,No,No,3,2.3,No
7467,60,31,Two year,Fiber optic,Credit card,77.27,2361.38,Yes,No,No,2,2.1,Yes
7468,36,13,Month-to-month,Fiber optic,Mailed check,16.6,271.73,No,Yes,Yes,0,5.0,No
7469,23,48,Month-to-month,Fiber optic,Credit card,133.07,6415.51,No,Yes,No,1,3.8,No
7470,63,68,Month-to-month,DSL,Bank transfer,93.11,6402.61,No,No,Yes,1,2.0,No
7471,69,24,Two year,Fiber optic,Electronic check,50.11,1188.05,No,No,Yes,1,5.0,No
7472,55,13,Month-to-month,Fiber optic,Credit card,95.61,1256.99,Yes,No,No,0,3.0,Yes
7473,66,38,Month-to-month,Fiber optic,Credit card,140.43,5343.96,No,No,No,2,4.1,Yes
7474,59,11,Month-to-month,Fiber optic,Electronic check,17.66,254.98,No,Yes,Yes,1,1.8,No
7475,45,48,Month-to-month,Fiber optic,Mailed check,143.54,6902.26,No,No,Yes,1,4.1,No
7476,18,17,Month-to-month,Fiber optic,Mailed check,103.56,1736.4,Yes,No,No,1,4.7,No
7477,52,0,One year,Fiber optic,Electronic check,87.73,30.69,No,Yes,Yes,1,3.2,Yes
7478,57,3,Month-to-month,No,Credit card,68.59,158.01,Yes,Yes,No,1,1.8,No
7479,25,11,One year,DSL,Mailed check,32.83,414.34,Yes,No,Yes,0,2.8,No
7480,69,25,Month-to-month,Fiber optic,Bank transfer,17.44,341.99,No,No,No,1,2.8,No
7481,71,31,Month-to-month,DSL,Credit card,73.67,2341.1,Yes,No,Yes,1,3.0,No
7482,64,51,Month-to-month,Fiber optic,Electronic check,89.43,4586.15,Yes,Yes,Yes,0,3.9,No
7483,73,14,Month-to-month,No,Credit card,148.6,2034.55,Yes,No,Yes,1,2.5,No
7484,24,7,Month-to-month,No,Electronic check,85.93,628.97,No,Yes,No,2,2.9,Yes
7485,28,29,Month-to-month,Fiber optic,Mailed check,110.19,3186.31,No,No,Yes,1,3.8,No
7486,56,53,Month-to-month,Fiber optic,Mailed check,100.3,5199.05,No,No,Yes,1,2.7,No
7487,21,66,Two year,DSL,Bank transfer,133.69,8779.63,No,No,No,3,3.6,No
7488,42,69,Month-to-month,DSL,Mailed check,80.77,5508.96,Yes,No,No,3,4.0,No
7489,29,7,Month-to-month,Fiber optic,Mailed check,38.82,226.1,No,No,Yes,4,4.7,No
7490,43,62,Month-to-month,No,Mailed check,46.91,3039.66,No,No,No,3,2.8,No
7491,55,16,Month-to-month,DSL,Bank transfer,63.43,1013.15,No,No,Yes,0,3.8,Yes
7492,63,15,Month-to-month,DSL,Bank transfer,40.61,623.07,No,Yes,Yes,0,3.8,Yes
7493,29,44,Two year,DSL,Electronic check,121.92,5431.51,Yes,No,Yes,0,2.4,No
7494,60,67,Month-to-month,Fiber optic,Electronic check,64.9,4360.47,No,No,Yes,2,4.1,No
7495,68,9,Month-to-month,DSL,Credit card,66.4,558.32,Yes,No,No,2,5.0,No
7496,70,18,One year,Fiber optic,Credit card,82.56,1499.1,No,Yes,No,1,3.3,Yes
7497,54,38,Two year,DSL,Mailed check,53.8,1978.96,Yes,Yes,Yes,0,2.0,No
7498,63,49,Month-to-month,DSL,Bank transfer,31.9,1577.79,No,Yes,Yes,3,4.5,No
7499,70,59,Month-to-month,DSL,Bank transfer,114.2,6690.18,Yes,Yes,Yes,1,1.0,Yes
7500,41,67,Month-to-month,Fiber optic,Electronic check,94.8,6423.81,No,No,Yes,1,5.0,No
